date_year,samplesizeunit,class,scientificname,institutioncode,shoredistance,flags,maximumdepthinmeters,date_start,minimumdepthinmeters,subclass,basisofrecord,sss,sex,sst,family,kingdom,occurrenceid,bathymetry,date_end,species,genus,waterbody,vernacularname,id_node,name,lon,lat,city,country
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,16887,['NO_DEPTH'],,2022-05-02,,Theria,HumanObservation,32.87,,12.78,Balaenopteridae,Animalia,356856,670.0,2022-05-02,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2010,desconocido,Mammalia,Megaptera novaeangliae,sin datos,759895,['NO_DEPTH'],,2010-11-09,,Theria,MachineObservation,35.04,M,14.05,Balaenopteridae,Animalia,98114_JIP2010:deployment:0790932,4862.0,2010-11-09,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,3800,['NO_DEPTH'],,2022-02-23,,Theria,HumanObservation,34.99,,25.38,Balaenopteridae,Animalia,291222,50.0,2022-02-23,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2005,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1717,['NO_DEPTH'],,2005-01-05,,Theria,HumanObservation,33.2,,27.18,Balaenopteridae,Animalia,336219,176.0,2005-01-05,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2010,desconocido,Mammalia,Megaptera novaeangliae,sin datos,655742,['NO_DEPTH'],,2010-11-26,,Theria,MachineObservation,33.87,M,0.32,Balaenopteridae,Animalia,64235_JIP2010:deployment:0781474,1857.0,2010-11-26,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2009,desconocido,Mammalia,Megaptera novaeangliae,WAMSI,7181,sin observaciones,0.0,2009-09-12,0.0,Theria,HumanObservation,34.69,,27.93,Balaenopteridae,Animalia,Pender-0888,19.0,2009-09-12,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,11937,['NO_DEPTH'],,2023-07-12,,Theria,HumanObservation,35.17,,25.82,Balaenopteridae,Animalia,380001,1566.0,2023-07-12,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2020,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,3225,['NO_DEPTH'],,2020-10-25,,Theria,HumanObservation,35.53,,20.61,Balaenopteridae,Animalia,214697,12.0,2020-10-25,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1979,desconocido,Mammalia,Megaptera novaeangliae,University of Rhode Island,129065,['NO_DEPTH'],,1979-08-06,,Theria,HumanObservation,32.39,,11.66,Balaenopteridae,Animalia,284_17659,21.0,1979-08-06,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1993,desconocido,Mammalia,Megaptera novaeangliae,NMML,4147,['NO_DEPTH'],,1993-07-13,,Theria,HumanObservation,31.72,,6.55,Balaenopteridae,Animalia,156_12,80.0,1993-07-13,Megaptera novaeangliae,Megaptera,"Kodiak Island,Alaska",Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2009,desconocido,Mammalia,Megaptera novaeangliae,sin datos,354,['NO_DEPTH'],,2009-06-25,,Theria,HumanObservation,35.74,,15.58,Balaenopteridae,Animalia,5723705.00,-13.0,2009-06-25,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2018,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,13032,['NO_DEPTH'],,2018-01-25,,Theria,HumanObservation,33.93,,24.47,Balaenopteridae,Animalia,357971,1646.0,2018-01-25,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,830,['NO_DEPTH'],,2022-08-22,,Theria,HumanObservation,31.08,Female,7.39,Balaenopteridae,Animalia,407745,54.0,2022-08-22,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1533,['NO_DEPTH'],,2023-10-09,,Theria,HumanObservation,34.57,,4.95,Balaenopteridae,Animalia,472066,6.4,2023-10-09,Megaptera novaeangliae,Megaptera,Greenland Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,615,['NO_DEPTH'],,2023-04-03,,Theria,HumanObservation,31.19,Male,8.58,Balaenopteridae,Animalia,359001,75.0,2023-04-03,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2015,desconocido,Mammalia,Megaptera novaeangliae,sin datos,295031,['NO_DEPTH'],,2015-11-11,,Theria,MachineObservation,35.26,F,15.19,Balaenopteridae,Animalia,13440_131178:deployment:0768929,2701.0,2015-11-11,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2017,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,4089,['NO_DEPTH'],,2017-09-10,,Theria,HumanObservation,35.15,,25.99,Balaenopteridae,Animalia,358446,267.0,2017-09-10,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2012,desconocido,Mammalia,Megaptera novaeangliae,Oregon State University,4203,['NO_DEPTH'],,2012-02-10,,Theria,MachineObservation,33.93,,-0.86,Balaenopteridae,Animalia,1261_3405,342.0,2012-02-10,Megaptera novaeangliae,Megaptera,"Antarctica,Western Antarctic Peninsula",Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1982,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,315484,['NO_DEPTH'],,1982-07-01,,Theria,HumanObservation,32.45,,8.03,Balaenopteridae,Animalia,50447,49.0,1982-07-01,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2012,desconocido,Mammalia,Megaptera novaeangliae,Oregon State University,5944,['NO_DEPTH'],,2012-02-02,,Theria,MachineObservation,33.89,,-0.51,Balaenopteridae,Animalia,1261_3259,800.0,2012-02-02,Megaptera novaeangliae,Megaptera,"Antarctica,Western Antarctic Peninsula",Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1913,['NO_DEPTH'],,2023-07-13,,Theria,HumanObservation,34.59,,5.07,Balaenopteridae,Animalia,376926,7.0,2023-07-13,Megaptera novaeangliae,Megaptera,Greenland Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2021,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,12755,['NO_DEPTH'],,2021-10-23,,Theria,HumanObservation,32.87,Male,12.78,Balaenopteridae,Animalia,243345,257.0,2021-10-23,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1993,desconocido,Mammalia,Megaptera novaeangliae,NMML,8896,['NO_DEPTH'],,1993-07-18,,Theria,HumanObservation,32.04,,6.83,Balaenopteridae,Animalia,156_181,74.0,1993-07-18,Megaptera novaeangliae,Megaptera,"Kodiak Island,Alaska",Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1979,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,2549,['NO_DEPTH'],,1979-07-01,,Theria,HumanObservation,31.52,,5.72,Balaenopteridae,Animalia,16310,279.0,1979-07-01,Megaptera novaeangliae,Megaptera,Labrador Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,16887,['NO_DEPTH'],,2024-06-29,,Theria,HumanObservation,32.87,,12.78,Balaenopteridae,Animalia,477104,670.0,2024-06-29,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2021,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1331,['NO_DEPTH'],,2021-09-07,,Theria,HumanObservation,27.48,,7.21,Balaenopteridae,Animalia,226373,80.0,2021-09-07,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,13864,['NO_DEPTH'],,2023-04-25,,Theria,HumanObservation,34.89,,7.49,Balaenopteridae,Animalia,461802,25.4,2023-04-25,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2013,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,8230,['NO_DEPTH'],,2013-08-19,,Theria,HumanObservation,35.15,,25.9,Balaenopteridae,Animalia,359875,1677.0,2013-08-19,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2004,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1956,['NO_DEPTH'],,2004-03-24,,Theria,HumanObservation,34.33,Male,26.01,Balaenopteridae,Animalia,231910,62.0,2004-03-24,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2018,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5708,['NO_DEPTH'],,2018-11-08,,Theria,HumanObservation,32.86,,12.78,Balaenopteridae,Animalia,187777,112.0,2018-11-08,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2015,desconocido,Mammalia,Megaptera novaeangliae,sin datos,50015,['NO_DEPTH'],,2015-02-19,,Theria,MachineObservation,33.4,U,-0.45,Balaenopteridae,Animalia,131151_AP2015:deployment:0755659,508.0,2015-02-19,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,504,['NO_DEPTH'],,2022-08-21,,Theria,HumanObservation,25.42,,11.0,Balaenopteridae,Animalia,314021,30.0,2022-08-21,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,8268,['NO_DEPTH'],,2022-01-21,,Theria,HumanObservation,34.94,,25.36,Balaenopteridae,Animalia,288463,790.0,2022-01-21,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2013,desconocido,Mammalia,Megaptera novaeangliae,sin datos,25942,['NO_DEPTH'],,2013-02-24,,Theria,MachineObservation,33.58,U,-0.36,Balaenopteridae,Animalia,123236_AP2013:deployment:0752137,403.0,2013-02-24,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2020,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,13123,['NO_DEPTH'],,2020-03-06,,Theria,HumanObservation,32.9,Female,12.83,Balaenopteridae,Animalia,105889,1733.0,2020-03-06,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2013,desconocido,Mammalia,Megaptera novaeangliae,sin datos,65989,['NO_DEPTH'],,2013-03-17,,Theria,MachineObservation,33.33,U,-0.84,Balaenopteridae,Animalia,113207_AP2013:deployment:0738271,621.0,2013-03-17,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1418,['NO_DEPTH'],,2022-12-15,,Theria,HumanObservation,34.87,,25.62,Balaenopteridae,Animalia,338327,71.0,2022-12-15,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,7477,['NO_DEPTH'],,2023-10-03,,Theria,HumanObservation,35.5,,23.47,Balaenopteridae,Animalia,393761,17.85,2023-10-03,Megaptera novaeangliae,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2001,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,7495,['NO_DEPTH'],,2001-08-05,,Theria,HumanObservation,32.41,,12.39,Balaenopteridae,Animalia,251227,205.0,2001-08-05,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2008,desconocido,Mammalia,Megaptera novaeangliae,sin datos,45613,['NO_DEPTH'],,2008-10-25,,Theria,MachineObservation,35.59,U,17.69,Balaenopteridae,Animalia,88723_Eden2009:deployment:0782969,156.0,2008-10-25,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
1993,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,2549,['NO_DEPTH'],,1993-07-01,,Theria,HumanObservation,31.52,,5.72,Balaenopteridae,Animalia,50280,279.0,1993-07-01,Megaptera novaeangliae,Megaptera,Labrador Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,663,['NO_DEPTH'],,2023-07-22,,Theria,HumanObservation,30.46,,7.39,Balaenopteridae,Animalia,373510,98.0,2023-07-22,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,489,['NO_DEPTH'],,2024-07-29,,Theria,HumanObservation,31.75,,5.97,Balaenopteridae,Animalia,481307,28.0,2024-07-29,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1987,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,25709,['NO_DEPTH'],,1987-10-05,,Theria,HumanObservation,33.1,,11.67,Balaenopteridae,Animalia,249850,147.0,1987-10-05,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,569,['NO_DEPTH'],,2024-07-13,,Theria,HumanObservation,32.97,Female,12.87,Balaenopteridae,Animalia,474792,81.0,2024-07-13,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2007,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,4076,['NO_DEPTH'],,2007-08-03,,Theria,HumanObservation,31.67,,6.24,Balaenopteridae,Animalia,42447,136.0,2007-08-03,Megaptera novaeangliae,Megaptera,Gulf of Alaska,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,4331,['NO_DEPTH'],,2023-11-06,,Theria,HumanObservation,32.93,,12.85,Balaenopteridae,Animalia,401193,94.0,2023-11-06,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2021,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5251,['NO_DEPTH'],,2021-04-11,,Theria,HumanObservation,34.97,Male,25.42,Balaenopteridae,Animalia,172667,124.0,2021-04-11,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2020,desconocido,Mammalia,Megaptera novaeangliae,sin datos,2119,sin observaciones,20.0,2020-05-06,20.0,Theria,MachineObservation,32.93,,12.9,Balaenopteridae,Animalia,siteMB02_station05_humpback_whale_2020-05-06,70.0,2020-05-06,Megaptera novaeangliae,Megaptera,,Humpback whale,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,13833,['NO_DEPTH'],,2022-08-20,,Theria,HumanObservation,33.03,,1.52,Balaenopteridae,Animalia,316304,400.0,2022-08-20,Megaptera novaeangliae,Megaptera,Davis Strait,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2012,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,504,['NO_DEPTH'],,2012-09-08,,Theria,HumanObservation,25.42,Male,11.0,Balaenopteridae,Animalia,15512,30.0,2012-09-08,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,7977,['NO_DEPTH'],,2023-12-29,,Theria,HumanObservation,34.98,,25.45,Balaenopteridae,Animalia,447328,168.0,2023-12-29,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
,desconocido,Mammalia,Megaptera novaeangliae,sin datos,6021,['NO_DEPTH'],,,,Theria,HumanObservation,30.86,,8.75,Balaenopteridae,Animalia,215168,21.0,,Megaptera novaeangliae,Megaptera,,Humpback whale,7dfb2d90-9317-434d-8d4e-64adf324579a,OBIS Canada,-63.6117797,44.6830254,Dartmouth,Canada
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,10321,['NO_DEPTH'],,2022-09-12,,Theria,HumanObservation,35.5,,23.47,Balaenopteridae,Animalia,316634,19.5,2022-09-12,Megaptera novaeangliae,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,DNA Sequence reads,Mammalia,Megaptera novaeangliae,sin datos,1124,['NO_DEPTH'],,2023-04-22,,Theria,MachineObservation,34.41,,25.39,Balaenopteridae,Animalia,asv.1657_EE0139_12s_mimammal,517.0,2023-04-22,Megaptera novaeangliae,Megaptera,,Humpback whale,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5653,['NO_DEPTH'],,2023-02-17,,Theria,HumanObservation,36.12,,24.41,Balaenopteridae,Animalia,382903,23.0,2023-02-17,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,4309,['NO_DEPTH'],,2023-07-24,,Theria,HumanObservation,30.61,Female,8.68,Balaenopteridae,Animalia,373904,114.0,2023-07-24,Megaptera novaeangliae,Megaptera,Bay of Fundy,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2025,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,8084,['NO_DEPTH'],,2025-03-06,,Theria,HumanObservation,34.99,,25.39,Balaenopteridae,Animalia,535579,120.0,2025-03-06,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1959,desconocido,Mammalia,Megaptera novaeangliae,sin datos,10937,sin observaciones,0.0,1959-08-05,0.0,Theria,HumanObservation,35.17,Male,23.53,Balaenopteridae,Animalia,134385,73.0,1959-08-05,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2021,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,14173,['NO_DEPTH'],,2021-07-29,,Theria,HumanObservation,27.77,,10.27,Balaenopteridae,Animalia,216934,123.0,2021-07-29,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1958,desconocido,Mammalia,Megaptera novaeangliae,sin datos,10937,sin observaciones,0.0,1958-07-17,0.0,Theria,HumanObservation,35.17,Male,23.53,Balaenopteridae,Animalia,131420,73.0,1958-07-17,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1954,desconocido,Mammalia,Megaptera novaeangliae,sin datos,24367,sin observaciones,0.0,1954-08-26,0.0,Theria,HumanObservation,35.19,Male,22.91,Balaenopteridae,Animalia,122297,14.0,1954-08-26,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1039,['NO_DEPTH'],,2024-03-10,,Theria,HumanObservation,,,,Balaenopteridae,Animalia,446802,17.0,2024-03-10,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2012,desconocido,Malacostraca,Phycocaris simulans,CMLRE,59860,['NO_DEPTH'],,2012-01-01,,Eumalacostraca,HumanObservation,32.33,,28.92,Hippolytidae,Animalia,74299,1611.0,2012-12-31,Phycocaris simulans,Phycocaris,,Hairy shrimp,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,IndOBIS,76.340945,10.004824,Ernakulam,India
1916,desconocido,Malacostraca,Phycocaris simulans,CMLRE,2986,['NO_DEPTH'],,1916-01-01,,Eumalacostraca,HumanObservation,32.85,,28.91,Hippolytidae,Animalia,6556,26.0,1916-12-31,Phycocaris simulans,Phycocaris,,Hairy shrimp,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,IndOBIS,76.340945,10.004824,Ernakulam,India
1985,desconocido,Malacostraca,Phycocaris simulans,MAGNT,17210,['NO_DEPTH'],,1985-09-13,,Eumalacostraca,PreservedSpecimen,33.16,,28.4,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr004219,28.0,1985-09-13,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1916,desconocido,Malacostraca,Phycocaris simulans,CMLRE,77172,['NO_DEPTH'],,1916-07-02,,Eumalacostraca,HumanObservation,32.43,,28.91,Hippolytidae,Animalia,6555,1324.0,1916-07-02,Phycocaris simulans,Phycocaris,,Hairy shrimp,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,IndOBIS,76.340945,10.004824,Ernakulam,India
1916,desconocido,Malacostraca,Phycocaris simulans,CMLRE,-39,"['NO_DEPTH', 'ON_LAND']",,1916-01-01,,Eumalacostraca,HumanObservation,32.26,,28.85,Hippolytidae,Animalia,6557,6.0,1916-12-31,Phycocaris simulans,Phycocaris,,Hairy shrimp,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,IndOBIS,76.340945,10.004824,Ernakulam,India
